Date,X_00060_00003,X_99133_00003
5/28/14,71.3,5.18
5/29/14,58.8,6.18
5/30/14,54,5.87
5/31/14,49.2,5.15
6/1/14,46.8,4.68
6/2/14,65,4.06
6/3/14,313,8.19
6/4/14,377,17.1
6/5/14,303,16.3
6/10/14,129,14
6/11/14,115,13.5
6/12/14,100,13
6/13/14,89.2,12.5
6/14/14,83.1,11.8
6/15/14,190,10.9
6/16/14,1640,14.5
6/17/14,3890,12.2
6/18/14,5880,9.5
6/19/14,6130,7.53
6/20/14,6400,8.24
6/21/14,4730,9.09
6/22/14,3740,9.23
6/23/14,3700,11.2
6/24/14,3070,12.4
6/25/14,2580,12
6/26/14,2130,12
6/27/14,1640,12.6
6/28/14,1290,13.5
6/29/14,1120,14.2
6/30/14,3090,11.4
7/1/14,5630,11.5
7/2/14,3470,15.3
7/3/14,2360,16.6
7/4/14,1700,17.2
7/5/14,1360,17.5
7/6/14,1180,17.7
7/7/14,1000,17.9
7/8/14,838,17.8
7/9/14,709,17.8
7/10/14,601,17.6
7/11/14,531,17.5
7/12/14,525,16.5
7/13/14,525,16.8
7/14/14,513,17.4
7/15/14,458,18.1
7/16/14,405,17.7
7/17/14,369,17.5
7/18/14,337,17.2
7/19/14,316,16.7
7/20/14,306,16.2
7/21/14,280,15.7
7/22/14,254,15
7/23/14,231,14.2
7/24/14,194,13.2
7/25/14,195,12.4
7/26/14,191,12.1
7/27/14,172,11.9
7/28/14,151,11.4
7/29/14,137,10.9
7/30/14,124,10.3
7/31/14,111,9.38
8/1/14,102,8.88
8/2/14,93.8,8.25
8/3/14,86.4,7.48
8/4/14,80.5,6.59
8/5/14,76,5.86
8/6/14,126,4.84
8/7/14,164,5.69
8/8/14,166,7.65
8/9/14,136,7.74
8/10/14,115,8.34
8/11/14,105,8.5
8/12/14,96.6,8.45
8/13/14,83.3,8.12
8/14/14,71.9,7.61
8/15/14,70.8,7.02
8/16/14,116,6.17
8/17/14,125,7.84
8/18/14,96.4,7.3
8/19/14,78.5,7.34
8/20/14,79.3,6.72
8/21/14,69,6.55
8/22/14,69.5,6.36
8/23/14,79.2,5.63
8/24/14,105,5.83
8/25/14,117,7.66
8/26/14,122,8.39
8/27/14,95.2,9.18
8/28/14,99.4,8.95
8/29/14,402,10.5
8/30/14,863,10.2
8/31/14,740,12.2
9/1/14,1020,12.6
9/2/14,1160,14
9/3/14,908,15.7
9/4/14,724,16.1
9/5/14,641,15.4
9/6/14,574,16.3
9/7/14,492,16.7
9/8/14,452,16.3
9/9/14,626,16.6
9/10/14,638,17.7
9/11/14,599,18.3
9/12/14,556,18.1
9/13/14,588,18.4
9/14/14,563,18.9
9/15/14,502,19
9/16/14,446,18.9
9/17/14,414,18.7
9/18/14,385,18.6
9/19/14,357,18.3
9/20/14,395,17.3
9/21/14,684,17
9/22/14,606,18.1
9/23/14,518,18.6
9/24/14,479,18.5
9/25/14,457,18.4
9/26/14,433,18.4
9/27/14,412,18.3
9/28/14,393,18.2
9/29/14,382,18
9/30/14,397,17.6
10/1/14,688,16.9
10/2/14,841,18.3
10/3/14,788,19.1
10/4/14,735,18.8
10/5/14,682,19.2
10/6/14,611,19.3
10/7/14,553,19.1
10/8/14,498,18.9
10/9/14,460,18.6
10/10/14,433,18.6
10/11/14,413,18.5
10/12/14,406,18.5
10/13/14,406,18.4
10/14/14,396,18.1
10/15/14,370,17.9
10/16/14,353,17.8
10/17/14,344,18.2
10/18/14,320,18.1
10/19/14,302,17.8
10/20/14,302,17.9
10/21/14,287,18
10/22/14,283,17.8
10/23/14,299,16.4
10/24/14,319,16.6
10/25/14,343,16.5
10/26/14,337,16.2
10/27/14,330,16.6
10/28/14,315,17.2
10/29/14,285,17
10/30/14,271,16.9
10/31/14,258,17.1
11/1/14,246,17.1
11/2/14,252,17.1
11/3/14,260,17.5
11/4/14,250,17.6
11/5/14,233,17.4
11/6/14,224,17.1
11/7/14,217,17
11/8/14,222,17.1
11/9/14,217,17.1
11/10/14,218,17.3
11/11/14,206,17.3
11/12/14,136,17.5
11/14/14,127,18.5
11/15/14,160,18.2
11/16/14,122,17.9
11/17/14,130,18.1
11/18/14,113,18.7
11/19/14,153,19.1
11/20/14,148,19.1
11/21/14,138,18.8
11/22/14,144,17.8
11/23/14,183,16.5
11/24/14,210,15.8
11/25/14,140,16
11/26/14,156,16.5
11/27/14,135,16.7
11/28/14,148,18.1
11/29/14,183,16.9
11/30/14,167,16.8
12/1/14,96.4,17.1
12/2/14,107,17.6
12/3/14,119,17.3
12/4/14,123,17
12/5/14,132,16.3
12/6/14,136,15.5
12/7/14,132,14.8
12/8/14,132,14.4
12/9/14,153,14.2
12/10/14,146,14.4
12/11/14,128,14.7
12/12/14,123,14.5
12/13/14,141,14
12/14/14,155,13.3
12/16/14,192,13.4
12/17/14,146,15
12/18/14,190,16.3
12/19/14,184,16.6
12/20/14,181,17
12/21/14,187,16.8
12/22/14,210,16.7
12/23/14,235,16.4
12/24/14,244,16.6
12/25/14,220,17.4
12/26/14,197,18.2
12/27/14,185,18.4
12/28/14,147,19
12/29/14,152,19.5
12/30/14,119,20.4
12/31/14,121,21.6
1/1/15,130,21.2
1/2/15,160,20.6
1/3/15,173,19.6
1/4/15,137,19.2
1/5/15,143,19.6
1/6/15,142,19.3
1/7/15,129,19.2
1/8/15,142,18.9
1/9/15,135,18.9
1/10/15,121,18.7
1/11/15,136,18.5
1/12/15,129,18.5
